room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
62736,1526,305673,Entire home/apt,,Vienna,09,0902,18,4.5,7,3.0,,216.0,,2017-07-25 09:57:16.980262,48.225868,16.364453,0101000020E6100000D9EDB3CA4C5D3040419B1C3EE91C4840
9418805,1526,48835142,Entire home/apt,,Vienna,01,0101,14,4.5,4,2.0,,212.0,,2017-07-25 09:57:15.660095,48.207925,16.371872,0101000020E6100000514CDE00335F3040AA8251499D1A4840
12099363,1526,55766431,Entire home/apt,,Vienna,01,0106,0,0.0,4,1.0,,240.0,,2017-07-25 09:57:15.653367,48.208716,16.367363,0101000020E6100000ADC266800B5E30407313B534B71A4840
5420466,1526,28100953,Entire home/apt,,Vienna,15,1501,0,0.0,3,1.0,,216.0,,2017-07-25 09:57:14.229779,48.201028,16.32989,0101000020E61000000647C9AB7354304047CA1649BB194840
18073412,1526,35508371,Entire home/apt,,Vienna,01,0101,28,5.0,6,2.0,,227.0,,2017-07-25 09:57:14.226112,48.204408,16.371438,0101000020E6100000DD7D8E8F165F30403885950A2A1A4840
13030098,1526,71074913,Entire home/apt,,Vienna,01,0101,9,5.0,6,3.0,,209.0,,2017-07-25 09:57:14.218825,48.208789,16.376703,0101000020E61000001A4E999B6F603040DD611399B91A4840
16698485,1526,108811659,Entire home/apt,,Vienna,19,1906,0,0.0,8,3.0,,234.0,,2017-07-25 09:57:11.235642,48.25261,16.331946,0101000020E6100000BB09BE69FA5430403F52448655204840
13708676,1526,53362187,Entire home/apt,,Vienna,08,0802,14,3.5,8,4.0,,258.0,,2017-07-25 09:57:11.225056,48.210236,16.34718,0101000020E610000046D3D9C9E05830408F386403E91A4840
7544793,1526,3432415,Entire home/apt,,Vienna,03,0303,0,0.0,5,2.0,,240.0,,2017-07-25 09:57:11.219257,48.200756,16.382157,0101000020E6100000FEEF880AD5613040E63C635FB2194840
14829106,1526,11790869,Entire home/apt,,Vienna,01,0106,1,0.0,4,1.0,,240.0,,2017-07-25 09:57:11.213509,48.213141,16.369399,0101000020E6100000D42CD0EE905E3040E7374C34481B4840
5745791,1526,18674976,Entire home/apt,,Vienna,15,1501,0,0.0,6,1.0,,240.0,,2017-07-25 09:57:11.210944,48.201106,16.33152,0101000020E61000004DF8A57EDE543040C38366D7BD194840
10003553,1526,51077641,Entire home/apt,,Vienna,01,0102,1,0.0,10,4.0,,239.0,,2017-07-25 09:57:11.204931,48.209489,16.382058,0101000020E6100000D82C978DCE61304095EF1989D01A4840
6334115,1526,7061218,Entire home/apt,,Vienna,07,0701,0,0.0,3,1.0,,240.0,,2017-07-25 09:57:09.121684,48.204774,16.354522,0101000020E610000067B62BF4C15A30401A89D008361A4840
10557641,1526,54441651,Entire home/apt,,Vienna,02,0204,20,4.5,8,3.0,,264.0,,2017-07-25 09:57:03.512141,48.217687,16.383617,0101000020E61000008C3045B934623040D6E1E82ADD1B4840
17455499,1526,20068276,Entire home/apt,,Vienna,16,1601,9,5.0,6,2.0,,290.0,,2017-07-25 09:57:00.839788,48.21285,16.338152,0101000020E6100000B613252191563040107A36AB3E1B4840
2992641,1526,7232257,Entire home/apt,,Vienna,04,0403,27,5.0,6,3.0,,240.0,,2017-07-25 09:56:57.808671,48.195865,16.364062,0101000020E610000063B7CF2A335D30402CB7B41A12194840
19419009,1526,128680284,Entire home/apt,,Vienna,03,0304,0,0.0,7,3.0,,210.0,,2017-07-25 09:56:57.806479,48.19065,16.385802,0101000020E61000003DBB7CEBC3623040BF7D1D3867184840
14554380,1526,8570851,Entire home/apt,,Vienna,18,1801,15,5.0,7,4.0,,238.0,,2017-07-25 09:56:55.966245,48.229376,16.33959,0101000020E6100000740CC85EEF563040603E59315C1D4840
3159902,1526,4053187,Entire home/apt,,Vienna,08,0802,11,4.5,10,6.0,,240.0,,2017-07-25 09:56:55.964173,48.207809,16.351156,0101000020E61000004FCB0F5CE559304040683D7C991A4840
18120468,1526,124862408,Entire home/apt,,Vienna,22,2210,1,0.0,6,3.0,,286.0,,2017-07-25 09:56:55.953154,48.241462,16.427103,0101000020E61000000306499F566D3040069D103AE81E4840
7447457,1526,38991932,Entire home/apt,,Vienna,03,0303,17,5.0,6,2.0,,222.0,,2017-07-25 09:56:55.950945,48.191205,16.384639,0101000020E610000022C495B37762304074EACA6779184840
3662918,1526,12672968,Entire home/apt,,Vienna,15,1502,10,5.0,6,2.0,,203.0,,2017-07-25 09:56:50.205605,48.197708,16.327922,0101000020E610000090A339B2F25330402B14E97E4E194840
7051780,1526,8025642,Entire home/apt,,Vienna,11,1110,3,4.5,6,3.0,,198.0,,2017-07-25 09:56:50.202883,48.156821,16.469518,0101000020E610000022E2E65432783040BB29E5B512144840
6623233,1526,9556855,Entire home/apt,,Vienna,07,0701,2,0.0,4,2.0,,198.0,,2017-07-25 09:56:47.390000,48.204733,16.352228,0101000020E610000049BC3C9D2B5A3040BBB4E1B0341A4840
